2024-07-03 17:40:13 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:40:15 {'S1': 147, 'S2': 159, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 147, 'S2': 159, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 147, 'S2': 159, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 147, 'S2': 159, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 148, 'S2': 160, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 148, 'S2': 160, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 148, 'S2': 160, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 148, 'S2': 160, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 148, 'S2': 160, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 148, 'S2': 160, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 148, 'S2': 160, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 148, 'S2': 161, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 149, 'S2': 161, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 149, 'S2': 161, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 149, 'S2': 161, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 149, 'S2': 161, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 149, 'S2': 161, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 149, 'S2': 161, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 149, 'S2': 162, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 149, 'S2': 162, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 150, 'S2': 162, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 150, 'S2': 162, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 150, 'S2': 162, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 150, 'S2': 162, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 150, 'S2': 162, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 150, 'S2': 162, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 150, 'S2': 163, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 150, 'S2': 163, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 151, 'S2': 163, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 151, 'S2': 163, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 151, 'S2': 163, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 151, 'S2': 163, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 151, 'S2': 163, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 151, 'S2': 164, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 151, 'S2': 164, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 151, 'S2': 164, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 152, 'S2': 164, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 152, 'S2': 164, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 152, 'S2': 164, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 152, 'S2': 164, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 152, 'S2': 165, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 152, 'S2': 165, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 152, 'S2': 165, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 152, 'S2': 165, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 153, 'S2': 165, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 153, 'S2': 165, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 153, 'S2': 165, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 153, 'S2': 165, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 153, 'S2': 166, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 153, 'S2': 166, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 153, 'S2': 166, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 154, 'S2': 166, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 154, 'S2': 166, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 154, 'S2': 166, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 154, 'S2': 166, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 154, 'S2': 167, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 154, 'S2': 167, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 154, 'S2': 167, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 154, 'S2': 167, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 155, 'S2': 167, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 155, 'S2': 167, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 155, 'S2': 167, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 155, 'S2': 168, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 155, 'S2': 168, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 155, 'S2': 168, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 155, 'S2': 168, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 155, 'S2': 168, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 156, 'S2': 168, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 156, 'S2': 168, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 156, 'S2': 169, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 156, 'S2': 169, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 156, 'S2': 169, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 156, 'S2': 169, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 156, 'S2': 169, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 156, 'S2': 169, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 157, 'S2': 169, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 157, 'S2': 169, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 157, 'S2': 170, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 157, 'S2': 170, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 157, 'S2': 170, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 157, 'S2': 170, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 157, 'S2': 170, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 157, 'S2': 170, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 158, 'S2': 170, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 158, 'S2': 171, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 158, 'S2': 171, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 158, 'S2': 171, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 158, 'S2': 171, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 158, 'S2': 171, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 158, 'S2': 171, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 158, 'S2': 171, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 159, 'S2': 172, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 159, 'S2': 172, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 159, 'S2': 172, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 159, 'S2': 172, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 159, 'S2': 172, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 159, 'S2': 172, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 159, 'S2': 172, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 159, 'S2': 172, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 160, 'S2': 173, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 160, 'S2': 173, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 160, 'S2': 173, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 160, 'S2': 173, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 160, 'S2': 173, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 160, 'S2': 173, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 160, 'S2': 173, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 160, 'S2': 174, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 161, 'S2': 174, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 161, 'S2': 174, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 161, 'S2': 174, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 161, 'S2': 174, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 161, 'S2': 174, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 161, 'S2': 174, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 161, 'S2': 175, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 161, 'S2': 175, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 162, 'S2': 175, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 162, 'S2': 175, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 162, 'S2': 175, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 162, 'S2': 175, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 162, 'S2': 175, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 162, 'S2': 175, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 162, 'S2': 176, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 162, 'S2': 176, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 163, 'S2': 176, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 163, 'S2': 176, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 163, 'S2': 176, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 163, 'S2': 176, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 163, 'S2': 176, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 163, 'S2': 177, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 163, 'S2': 177, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 164, 'S2': 177, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 164, 'S2': 177, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 164, 'S2': 177, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 164, 'S2': 177, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 164, 'S2': 177, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 164, 'S2': 178, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 164, 'S2': 178, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 164, 'S2': 178, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 165, 'S2': 178, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 165, 'S2': 178, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 165, 'S2': 178, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 165, 'S2': 178, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 165, 'S2': 178, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 165, 'S2': 179, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 165, 'S2': 179, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 165, 'S2': 179, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 166, 'S2': 179, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 166, 'S2': 179, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 166, 'S2': 179, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 166, 'S2': 179, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 166, 'S2': 180, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 166, 'S2': 180, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 166, 'S2': 180, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 166, 'S2': 180, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 167, 'S2': 180, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 167, 'S2': 180, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 167, 'S2': 180, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 167, 'S2': 181, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 167, 'S2': 181, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 167, 'S2': 181, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 167, 'S2': 181, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 167, 'S2': 181, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 168, 'S2': 181, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 168, 'S2': 181, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 168, 'S2': 182, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 168, 'S2': 182, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 168, 'S2': 182, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 168, 'S2': 182, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 168, 'S2': 182, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 168, 'S2': 182, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 169, 'S2': 182, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 169, 'S2': 182, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 169, 'S2': 183, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 169, 'S2': 183, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 169, 'S2': 183, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 169, 'S2': 183, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 169, 'S2': 183, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 169, 'S2': 183, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 170, 'S2': 183, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 170, 'S2': 184, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 170, 'S2': 184, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 170, 'S2': 184, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 170, 'S2': 184, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 170, 'S2': 184, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 170, 'S2': 184, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 170, 'S2': 184, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 171, 'S2': 185, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 171, 'S2': 185, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 171, 'S2': 185, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 171, 'S2': 185, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 171, 'S2': 185, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 171, 'S2': 185, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 171, 'S2': 185, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 171, 'S2': 185, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 172, 'S2': 186, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 172, 'S2': 186, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 172, 'S2': 186, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 172, 'S2': 186, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 172, 'S2': 186, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 172, 'S2': 186, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 172, 'S2': 186, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 172, 'S2': 187, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 173, 'S2': 187, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 173, 'S2': 187, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 173, 'S2': 187, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 173, 'S2': 187, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 173, 'S2': 187, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 173, 'S2': 187, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 173, 'S2': 188, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 173, 'S2': 188, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 174, 'S2': 188, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 174, 'S2': 188, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 174, 'S2': 188, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 174, 'S2': 188, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 174, 'S2': 188, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 174, 'S2': 189, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 174, 'S2': 189, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 175, 'S2': 189, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 175, 'S2': 189, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 175, 'S2': 189, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 175, 'S2': 189, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 175, 'S2': 189, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 175, 'S2': 189, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 175, 'S2': 190, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 175, 'S2': 190, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 176, 'S2': 190, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 176, 'S2': 190, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 176, 'S2': 190, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 176, 'S2': 190, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 176, 'S2': 190, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 176, 'S2': 191, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 176, 'S2': 191, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 176, 'S2': 191, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 177, 'S2': 191, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 177, 'S2': 191, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 177, 'S2': 191, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 177, 'S2': 191, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 177, 'S2': 192, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 177, 'S2': 192, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 177, 'S2': 192, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 177, 'S2': 192, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 178, 'S2': 192, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 178, 'S2': 192, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 178, 'S2': 192, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 178, 'S2': 192, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 178, 'S2': 193, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 178, 'S2': 193, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 178, 'S2': 193, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 178, 'S2': 193, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 179, 'S2': 193, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 179, 'S2': 193, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 179, 'S2': 193, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 179, 'S2': 194, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 179, 'S2': 194, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 179, 'S2': 194, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 179, 'S2': 194, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 179, 'S2': 194, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 180, 'S2': 194, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 180, 'S2': 194, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 180, 'S2': 195, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 180, 'S2': 195, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 180, 'S2': 195, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 180, 'S2': 195, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 180, 'S2': 195, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 180, 'S2': 195, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 181, 'S2': 195, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 181, 'S2': 195, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 181, 'S2': 196, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 181, 'S2': 196, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 181, 'S2': 196, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 181, 'S2': 196, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 181, 'S2': 196, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 181, 'S2': 196, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 182, 'S2': 196, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 182, 'S2': 197, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 182, 'S2': 197, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 182, 'S2': 197, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 182, 'S2': 197, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 182, 'S2': 197, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 182, 'S2': 197, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 182, 'S2': 197, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 183, 'S2': 198, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 183, 'S2': 198, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 183, 'S2': 198, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 183, 'S2': 198, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 183, 'S2': 198, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 183, 'S2': 198, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 183, 'S2': 198, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 183, 'S2': 198, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 184, 'S2': 199, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 184, 'S2': 199, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 184, 'S2': 199, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 184, 'S2': 199, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 184, 'S2': 199, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 184, 'S2': 199, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 184, 'S2': 199, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 185, 'S2': 200, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 185, 'S2': 200, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 185, 'S2': 200, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 185, 'S2': 200, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 185, 'S2': 200, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 185, 'S2': 200, 'V1': 76, 'V2': 82}
2024-07-03 17:40:15 {'S1': 185, 'S2': 200, 'V1': 76, 'V2': 82}
