2024-07-03 17:40:13 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:40:21 {'S1': 604, 'S2': 652, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 604, 'S2': 652, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 605, 'S2': 652, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 605, 'S2': 653, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 605, 'S2': 653, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 605, 'S2': 653, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 605, 'S2': 653, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 605, 'S2': 653, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 605, 'S2': 653, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 605, 'S2': 653, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 606, 'S2': 654, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 606, 'S2': 654, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 606, 'S2': 654, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 606, 'S2': 654, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 606, 'S2': 654, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 606, 'S2': 654, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 606, 'S2': 654, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 606, 'S2': 654, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 607, 'S2': 655, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 607, 'S2': 655, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 607, 'S2': 655, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 607, 'S2': 655, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 607, 'S2': 655, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 607, 'S2': 655, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 607, 'S2': 655, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 607, 'S2': 656, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 608, 'S2': 656, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 608, 'S2': 656, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 608, 'S2': 656, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 608, 'S2': 656, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 608, 'S2': 656, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 608, 'S2': 656, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 608, 'S2': 657, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 608, 'S2': 657, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 609, 'S2': 657, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 609, 'S2': 657, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 609, 'S2': 657, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 609, 'S2': 657, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 609, 'S2': 657, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 609, 'S2': 657, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 609, 'S2': 658, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 609, 'S2': 658, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 610, 'S2': 658, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 610, 'S2': 658, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 610, 'S2': 658, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 610, 'S2': 658, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 610, 'S2': 658, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 610, 'S2': 659, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 610, 'S2': 659, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 611, 'S2': 659, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 611, 'S2': 659, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 611, 'S2': 659, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 611, 'S2': 659, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 611, 'S2': 659, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 611, 'S2': 660, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 611, 'S2': 660, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 611, 'S2': 660, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 612, 'S2': 660, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 612, 'S2': 660, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 612, 'S2': 660, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 612, 'S2': 660, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 612, 'S2': 660, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 612, 'S2': 661, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 612, 'S2': 661, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 612, 'S2': 661, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 613, 'S2': 661, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 613, 'S2': 661, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 613, 'S2': 661, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 613, 'S2': 661, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 613, 'S2': 662, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 613, 'S2': 662, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 613, 'S2': 662, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 613, 'S2': 662, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 614, 'S2': 662, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 614, 'S2': 662, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 614, 'S2': 662, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 614, 'S2': 663, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 614, 'S2': 663, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 614, 'S2': 663, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 614, 'S2': 663, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 614, 'S2': 663, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 615, 'S2': 663, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 615, 'S2': 663, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 615, 'S2': 663, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 615, 'S2': 664, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 615, 'S2': 664, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 615, 'S2': 664, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 615, 'S2': 664, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 615, 'S2': 664, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 616, 'S2': 664, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 616, 'S2': 664, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 616, 'S2': 665, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 616, 'S2': 665, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 616, 'S2': 665, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 616, 'S2': 665, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 616, 'S2': 665, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 616, 'S2': 665, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 617, 'S2': 665, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 617, 'S2': 666, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 617, 'S2': 666, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 617, 'S2': 666, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 617, 'S2': 666, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 617, 'S2': 666, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 617, 'S2': 666, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 617, 'S2': 666, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 618, 'S2': 666, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 618, 'S2': 667, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 618, 'S2': 667, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 618, 'S2': 667, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 618, 'S2': 667, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 618, 'S2': 667, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 618, 'S2': 667, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 618, 'S2': 667, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 619, 'S2': 668, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 619, 'S2': 668, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 619, 'S2': 668, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 619, 'S2': 668, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 619, 'S2': 668, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 619, 'S2': 668, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 619, 'S2': 668, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 619, 'S2': 669, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 620, 'S2': 669, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 620, 'S2': 669, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 620, 'S2': 669, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 620, 'S2': 669, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 620, 'S2': 669, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 620, 'S2': 669, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 620, 'S2': 669, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 621, 'S2': 670, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 621, 'S2': 670, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 621, 'S2': 670, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 621, 'S2': 670, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 621, 'S2': 670, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 621, 'S2': 670, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 621, 'S2': 670, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 621, 'S2': 671, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 622, 'S2': 671, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 622, 'S2': 671, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 622, 'S2': 671, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 622, 'S2': 671, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 622, 'S2': 671, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 622, 'S2': 671, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 622, 'S2': 672, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 622, 'S2': 672, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 623, 'S2': 672, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 623, 'S2': 672, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 623, 'S2': 672, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 623, 'S2': 672, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 623, 'S2': 672, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 623, 'S2': 672, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 623, 'S2': 673, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 623, 'S2': 673, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 624, 'S2': 673, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 624, 'S2': 673, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 624, 'S2': 673, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 624, 'S2': 673, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 624, 'S2': 673, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 624, 'S2': 674, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 624, 'S2': 674, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 624, 'S2': 674, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 625, 'S2': 674, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 625, 'S2': 674, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 625, 'S2': 674, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 625, 'S2': 674, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 625, 'S2': 675, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 625, 'S2': 675, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 625, 'S2': 675, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 625, 'S2': 675, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 626, 'S2': 675, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 626, 'S2': 675, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 626, 'S2': 675, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 626, 'S2': 675, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 626, 'S2': 676, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 626, 'S2': 676, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 626, 'S2': 676, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 626, 'S2': 676, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 627, 'S2': 676, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 627, 'S2': 676, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 627, 'S2': 676, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 627, 'S2': 677, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 627, 'S2': 677, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 627, 'S2': 677, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 627, 'S2': 677, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 627, 'S2': 677, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 628, 'S2': 677, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 628, 'S2': 677, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 628, 'S2': 678, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 628, 'S2': 678, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 628, 'S2': 678, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 628, 'S2': 678, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 628, 'S2': 678, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 628, 'S2': 678, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 629, 'S2': 678, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 629, 'S2': 678, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 629, 'S2': 679, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 629, 'S2': 679, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 629, 'S2': 679, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 629, 'S2': 679, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 629, 'S2': 679, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 629, 'S2': 679, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 630, 'S2': 679, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 630, 'S2': 680, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 630, 'S2': 680, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 630, 'S2': 680, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 630, 'S2': 680, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 630, 'S2': 680, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 630, 'S2': 680, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 630, 'S2': 680, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 631, 'S2': 681, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 631, 'S2': 681, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 631, 'S2': 681, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 631, 'S2': 681, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 631, 'S2': 681, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 631, 'S2': 681, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 631, 'S2': 681, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 632, 'S2': 681, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 632, 'S2': 682, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 632, 'S2': 682, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 632, 'S2': 682, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 632, 'S2': 682, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 632, 'S2': 682, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 632, 'S2': 682, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 632, 'S2': 682, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 633, 'S2': 683, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 633, 'S2': 683, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 633, 'S2': 683, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 633, 'S2': 683, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 633, 'S2': 683, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 633, 'S2': 683, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 633, 'S2': 683, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 633, 'S2': 684, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 634, 'S2': 684, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 634, 'S2': 684, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 634, 'S2': 684, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 634, 'S2': 684, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 634, 'S2': 684, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 634, 'S2': 684, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 634, 'S2': 684, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 634, 'S2': 685, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 635, 'S2': 685, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 635, 'S2': 685, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 635, 'S2': 685, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 635, 'S2': 685, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 635, 'S2': 685, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 635, 'S2': 685, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 635, 'S2': 686, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 635, 'S2': 686, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 636, 'S2': 686, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 636, 'S2': 686, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 636, 'S2': 686, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 636, 'S2': 686, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 636, 'S2': 686, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 636, 'S2': 687, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 636, 'S2': 687, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 636, 'S2': 687, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 637, 'S2': 687, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 637, 'S2': 687, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 637, 'S2': 687, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 637, 'S2': 687, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 637, 'S2': 687, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 637, 'S2': 688, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 637, 'S2': 688, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 637, 'S2': 688, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 638, 'S2': 688, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 638, 'S2': 688, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 638, 'S2': 688, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 638, 'S2': 688, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 638, 'S2': 689, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 638, 'S2': 689, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 638, 'S2': 689, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 638, 'S2': 689, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 639, 'S2': 689, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 639, 'S2': 689, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 639, 'S2': 689, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 639, 'S2': 690, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 639, 'S2': 690, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 639, 'S2': 690, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 639, 'S2': 690, 'V1': 76, 'V2': 80}
2024-07-03 17:40:21 {'S1': 639, 'S2': 690, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 640, 'S2': 690, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 640, 'S2': 690, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 640, 'S2': 690, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 640, 'S2': 691, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 640, 'S2': 691, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 640, 'S2': 691, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 640, 'S2': 691, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 641, 'S2': 691, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 641, 'S2': 691, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 641, 'S2': 691, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 641, 'S2': 692, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 641, 'S2': 692, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 641, 'S2': 692, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 641, 'S2': 692, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 641, 'S2': 692, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 642, 'S2': 692, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 642, 'S2': 692, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 642, 'S2': 693, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 642, 'S2': 693, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 642, 'S2': 693, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 642, 'S2': 693, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 642, 'S2': 693, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 642, 'S2': 693, 'V1': 74, 'V2': 82}
2024-07-03 17:40:21 {'S1': 643, 'S2': 693, 'V1': 74, 'V2': 82}
